genus,p_value,rank_biserial,log2_fold_change,p_adjusted,significant
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69,0.1856704764439594,-0.1502177068214805,0.550271360344552,0.9405486338429472,False
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111,0.9872158803497232,0.002177068214804012,2.0662434639827474,0.9999342540345002,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45,0.07961725018618314,-0.19883889695210444,1.5622111246941082,0.9245742100295696,False
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234,0.015359866413482963,-0.21915820029027566,0.8708999321539953,0.923680856214202,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315,0.8350293520713497,-0.020319303338171224,0.5052448111518222,0.9934511936686962,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A,0.3848444271105673,0.09760522496371549,5.125219321399614,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797,0.6317912948905562,-0.05079825834542806,0.27205711462109833,0.9735426534685343,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia,0.6058969237690266,0.05878084179970977,-0.5016224791675234,0.9704989034353044,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG1934,0.29216977179455295,0.09433962264150941,-0.8757933162725373,0.9631274116315901,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces,0.7057459235025354,-0.03846153846153855,-0.41731209367219874,0.9850029119984386,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes,0.9667673270641591,-0.005079825834542806,0.2959767117353046,0.9999342540345002,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,0.5708545673731785,-0.06386066763425258,0.1948059422655437,0.9684073134281785,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia,0.2395658439047592,-0.13352685050798252,0.9118876427665573,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389,0.927022987745989,-0.010522496371552892,-0.0969584749848579,0.9997502076336379,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga,0.10065967023753081,0.181422351233672,-0.4633582545215309,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Faecivicinus,0.2538204118660117,-0.12735849056603765,0.42597743103118685,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866,0.5705178193355327,-0.06458635703918714,0.31634178513934236,0.9684073134281785,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,0.15019405174533093,-0.1632801161103048,-0.6904169485852383,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__UBA1428,0.33136272906684305,-0.08998548621190139,3.4438000637000736,0.9631274116315901,False
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens,0.6678449686425187,-0.04862119013062416,-0.8340515429661985,0.9823494225683177,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum,0.7268665132080303,-0.03991291727140789,-0.4397146815805183,0.9861181920538787,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_C,0.14476189397899317,0.1654571843251088,-0.3535705011322562,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG11894,0.7174702254559912,-0.038098693759071045,0.07799390397367366,0.9861181920538787,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga,0.7106583968949494,0.04100145137880984,-0.15170833182733376,0.9861181920538787,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B,0.5770877662481821,0.06349782293178519,-0.18499064853061248,0.9684073134281785,False
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732,0.8595510469088131,-0.019593613933236664,0.41005545477132915,0.9940416947398667,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,0.855063485254753,-0.021044992743106006,1.1760054039181644,0.9936956658403527,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter_A,0.00884077421797435,-0.2968069666182873,0.6690452543263005,0.923680856214202,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973,0.022161454565015726,-0.258345428156749,1.5212757365993737,0.923680856214202,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella,0.19212362227255764,0.14804063860667638,-0.9134814960484078,0.9451858659598089,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus,0.9974431373079569,0.0007256894049346707,-0.3372530839969186,0.9999342540345002,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372,0.6148793675669704,-0.05732946298984043,2.9411060906305084,0.9735426534685343,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Coprocola,0.4669366814334247,-0.08272859216255446,0.13480796840116452,0.9636066785401232,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882,0.4867483022603045,-0.079100145137881,-2.2777039511248,0.9655791160136714,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285,0.03724972362802724,-0.23621190130624092,2.113864132882657,0.923680856214202,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873,0.16139171193873725,-0.15892597968069677,0.32063167037368323,0.9245742100295696,False
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter,0.46647944185911283,0.08127721335268501,-0.03199538537945528,0.9636066785401232,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum,0.5763557769725618,-0.05079825834542806,0.6244437782832737,0.9684073134281785,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475,0.6039086481375662,0.05732946298984032,-0.02882780773572753,0.9700473199511053,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira_A,0.7507029046523961,0.036284470246734424,-0.6236093775421855,0.9861181920538787,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella,0.1692029224222812,-0.15602322206095787,3.1621508009821775,0.9329402892898855,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Sharpea,0.26699400878086954,-0.12554426705370103,0.8727916496149737,0.9631274116315901,False
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,0.4269822975427755,0.089622641509434,-0.7913624331055668,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1195,0.5741515107091915,0.05950653120464444,-0.31915937054615884,0.9684073134281785,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium,0.44749945033026917,0.08635703918722781,0.7416543504873073,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA4363,0.6562569641770069,0.04934687953555883,-0.12147502710520067,0.9823494225683177,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__B18-G4;g__M55B132,0.15116481276590635,-0.13280116110304796,-0.21013903484401256,0.9245742100295696,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter,0.3510646146465459,0.10595065312046448,-0.2454104497293163,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713,0.9795385537726232,-0.0032656023222061847,0.08608571797786381,0.9999342540345002,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__QVMH01,0.6939454984263227,0.036284470246734424,-0.4443676945512268,0.9823494225683177,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,0.059095195613858016,0.21407837445573297,-0.9127702497311195,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1,0.018989232836201943,-0.2659651669085632,3.56315340888204,0.923680856214202,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter,0.15201447232972556,0.16255442670537013,-0.47423785692265213,0.9245742100295696,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A,0.5236633707144625,0.07256894049346885,-0.012961242930543298,0.9675572276869043,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma,0.08596818200108486,-0.19375907111756163,0.7180527812022758,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217,0.027239763357122748,-0.24963715529753272,6.591980530575675,0.923680856214202,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28,0.5662237801340988,0.06531204644412192,0.18801731132097957,0.9684073134281785,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudolachnospira,0.4639637497736028,0.07329462989840352,-1.5146665743883025,0.9636066785401232,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG6375,0.6490557288215815,-0.04825834542815666,0.3180441034461715,0.9823494225683177,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG11977,0.24083651252748517,-0.13316400580551524,0.22526708728288072,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Botryobacter,0.9825590227148908,0.002539912917271403,0.7387920915260816,0.9999342540345002,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__HGM11808,0.06389355634125854,-0.20174165457184334,0.9838763182264194,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F,0.5634092908058705,0.061683599419448454,-0.20824504267461091,0.9684073134281785,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides,0.32791931758260107,0.11103047895500728,-0.15066332301442809,0.9631274116315901,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia_C,0.5142592064463118,-0.055515239477503586,1.24925396235399,0.96672689681827,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA3263,0.6558687851003827,-0.05079825834542806,0.40921130691307533,0.9823494225683177,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga,0.03851307377872511,0.22859216255442671,-0.7714771845236904,0.923680856214202,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,0.3199374533763726,-0.11284470246734402,0.028675392652833094,0.9631274116315901,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Liquorilactobacillus,0.7202298764404684,0.03374455732946302,0.20117323016777813,0.9861181920538787,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737,0.21254939389057503,-0.14150943396226423,1.1948586647940111,0.9578570186005568,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Egerieimonas_A,0.39829774434127196,-0.09216255442670529,-4.126611760012111,0.9631274116315901,False
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727,0.1672249318588609,-0.11538461538461542,0.9949415172000069,0.9245742100295696,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium,0.23956097216517858,-0.13352685050798252,0.9542360535231048,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E,0.7196551179939963,0.04100145137880984,-2.933694067024578,0.9861181920538787,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1227,0.45181808432404513,-0.08490566037735858,0.43342262458887065,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__QAKR01,0.7441239683635796,0.036284470246734424,-0.8330722298540281,0.9861181920538787,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia,0.8750464668693848,-0.0181422351233671,-1.8172357354240705,0.9940416947398667,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter,0.8529890904651467,0.019593613933236553,1.8679693117558156,0.9936956658403527,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Ancylomarina,0.3641922041741069,0.09869375907111755,-0.09925809137684238,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__Merdimorpha,0.1460083845335022,0.16473149492017414,-2.645543612590153,0.9245742100295696,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella,0.7902538096698148,0.030478955007256947,-2.067104191550266,0.9923878677730211,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A,0.5110424070188733,0.07474600870827286,-0.13426355920332728,0.96672689681827,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha,0.49081344464442933,0.07837445573294632,0.18512392634531552,0.9655791160136714,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12650,0.5622627554636639,-0.04862119013062416,0.6610740007982296,0.9684073134281785,False
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus,0.5900403504139992,0.0500725689404935,-0.0995550279319358,0.9700473199511053,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Bacilliculturomica,0.26660492584177786,0.12481857764876636,-0.1676308664775963,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG14130,0.36367023424491407,-0.09143686502177073,0.5616913613533985,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG446,0.1784478768167601,0.12699564586357037,-0.7006102560419496,0.9382605408495559,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG2163,0.6535556920749633,0.03991291727140789,0.16435837553680138,0.9823494225683177,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea,0.22699697094210536,-0.13715529753265598,0.15904381947539287,0.9631274116315901,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rouxiella,0.1840413710369656,-0.10921625544267055,2.3446942102238997,0.9402042227281782,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paenalcaligenes,0.6019101646656948,-0.04898403483309144,0.10225246398200216,0.9700473199511053,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__RGIG5579,0.3743969173816384,-0.09107402031930323,-0.046259773357329136,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG1959,0.7257044393051533,-0.03338171262699574,0.12677956433404342,0.9861181920538787,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter,0.5323947412686605,-0.05152394775036284,0.152228584890974,0.9675572276869043,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058,0.6014818558262465,0.05660377358490565,0.7526514323344877,0.9700473199511053,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia,0.6981582990543473,-0.04426705370101591,0.15062293000953067,0.9823494225683177,False
d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590,0.6981850822455145,-0.04426705370101591,0.6253212463855261,0.9823494225683177,False
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira,0.30923338931794475,0.09941944847605222,-0.7685781308392421,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,0.03667380005458345,-0.2369375907111757,0.3751468052031737,0.923680856214202,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q,0.28016572787209304,-0.12264150943396235,0.1084681414390625,0.9631274116315901,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-345,0.7722052743385152,-0.029753265602322276,-3.023819157870151,0.992199734697439,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Onthovicinus,0.4661641775501263,0.08200290275761979,-0.5807199891610758,0.9636066785401232,False
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella,0.5317764227741428,-0.05805515239477499,0.4485785425297092,0.9675572276869043,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,0.4475653769678629,0.08635703918722781,-0.12374522336583006,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Fimadaptatus,0.306421303678431,0.11538461538461542,-0.5443394281348751,0.9631274116315901,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,0.3359222956630724,-0.10776487663280121,2.0733452142924227,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,0.1263661555419229,-0.1734397677793904,0.5709287935445938,0.9245742100295696,False
d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus,0.9461311803611819,0.0079825834542816,-0.11959706069598405,0.9999342540345002,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173,0.42490349561530705,-0.09071117561683595,-1.2381408894995223,0.9631274116315901,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix,0.12478406758596901,-0.1741654571843252,0.3968989093252796,0.9245742100295696,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc,0.4033592762172933,-0.09288824383164007,2.0592675547275685,0.9631274116315901,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Merdivivens,0.11089801026985804,0.18069666182873734,-0.3655006129836871,0.9245742100295696,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chimaeribacter,0.6902438194498419,-0.03301886792452824,2.6466749851110896,0.9823494225683177,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Niallia,0.366684922987094,-0.0972423802612481,0.21544233616913933,0.9631274116315901,False
